zipcode	sido	gugun	dong	startbunji	endbunji	seq
04014	서울특별시	마포구	망원동	57-302	57-318	31156
04012	서울특별시	마포구	망원동	57-327		31157
04014	서울특별시	마포구	망원동	57-356		31158
04012	서울특별시	마포구	망원동	57-362	57-371	31159
04012	서울특별시	마포구	망원동	57-374		31160
04012	서울특별시	마포구	망원동	57-375	57-410	31161
04012	서울특별시	마포구	망원동	57-413		31162
04012	서울특별시	마포구	망원동	57-417	57-431	31163
04014	서울특별시	마포구	망원동	57-485		31164
04012	서울특별시	마포구	망원동	57-490	57-492	31165
04005	서울특별시	마포구	망원동	205-4		31166
04005	서울특별시	마포구	망원동	205-5	205-8	31167
03954	서울특별시	마포구	망원동	205-5		31168
04016	서울특별시	마포구	망원동	211-15		31169
04016	서울특별시	마포구	망원동	211-16		31170
04016	서울특별시	마포구	망원동	211-17		31171
04016	서울특별시	마포구	망원동	211-20		31172
04005	서울특별시	마포구	망원동	211-42		31173
04016	서울특별시	마포구	망원동	213-1	216-20	31174
04005	서울특별시	마포구	망원동	224-2	225-3	31175
04005	서울특별시	마포구	망원동	232-30	236-2	31176
03954	서울특별시	마포구	망원동	232-30		31177
04005	서울특별시	마포구	망원동	236-3	236-4	31178
04005	서울특별시	마포구	망원동	236-18		31179
04016	서울특별시	마포구	망원동	239	239-10	31180
04005	서울특별시	마포구	망원동	242-4		31181
04016	서울특별시	마포구	망원동	242-23	244-12	31182
03954	서울특별시	마포구	망원동	297-2	312-3	31183
04018	서울특별시	마포구	망원동	338-1		31184
04018	서울특별시	마포구	망원동	338-2	338-6	31185
04018	서울특별시	마포구	망원동	338-7	338-10	31186
04018	서울특별시	마포구	망원동	338-12	338-14	31187
04018	서울특별시	마포구	망원동	338-15		31188
04018	서울특별시	마포구	망원동	338-16		31189
04018	서울특별시	마포구	망원동	338-17	338-27	31190
04018	서울특별시	마포구	망원동	338-29		31191
04018	서울특별시	마포구	망원동	338-30	338-37	31192
04018	서울특별시	마포구	망원동	338-38		31193
04018	서울특별시	마포구	망원동	338-39	338-45	31194
04018	서울특별시	마포구	망원동	338-46		31195
04018	서울특별시	마포구	망원동	338-48	338-79	31196
04012	서울특별시	마포구	망원동	373-1	373-5	31197
04012	서울특별시	마포구	망원동	373-6	373-7	31198
04012	서울특별시	마포구	망원동	373-8	374-1	31199
04012	서울특별시	마포구	망원동	374-3		31200
04012	서울특별시	마포구	망원동	374-4	375-3	31201
04012	서울특별시	마포구	망원동	375-4		31202
04012	서울특별시	마포구	망원동	375-5	377-3	31203
04012	서울특별시	마포구	망원동	377-4		31204
04012	서울특별시	마포구	망원동	377-5	377-19	31205
04012	서울특별시	마포구	망원동	378		31206
04013	서울특별시	마포구	망원동	378-1	378-3	31207
04013	서울특별시	마포구	망원동	378-4		31208
04013	서울특별시	마포구	망원동	378-6	379-10	31209
04013	서울특별시	마포구	망원동	379-11		31210
04013	서울특별시	마포구	망원동	379-13	379-35	31211
04013	서울특별시	마포구	망원동	379-36		31212
04013	서울특별시	마포구	망원동	379-37	380-8	31213
04013	서울특별시	마포구	망원동	380-9		31214
04013	서울특별시	마포구	망원동	380-10		31215
04013	서울특별시	마포구	망원동	380-12		31216
04013	서울특별시	마포구	망원동	380-13	380-27	31217
04013	서울특별시	마포구	망원동	380-29	380-30	31218
04013	서울특별시	마포구	망원동	380-31	380-50	31219
04013	서울특별시	마포구	망원동	380-51		31220
04013	서울특별시	마포구	망원동	380-52	381-9	31221
04014	서울특별시	마포구	망원동	382-1	382-15	31222
04018	서울특별시	마포구	망원동	384-1	384-29	31223
04018	서울특별시	마포구	망원동	384-30	384-31	31224
04018	서울특별시	마포구	망원동	384-34	384-48	31225
04018	서울특별시	마포구	망원동	384-50		31226
04018	서울특별시	마포구	망원동	384-51	384-63	31227
04018	서울특별시	마포구	망원동	384-64		31228
04018	서울특별시	마포구	망원동	384-65	385-14	31229
04018	서울특별시	마포구	망원동	385-15	385-16	31230
04018	서울특별시	마포구	망원동	385-18	386-5	31231
04018	서울특별시	마포구	망원동	386-6		31232
04018	서울특별시	마포구	망원동	386-7	386-14	31233
04017	서울특별시	마포구	망원동	394-1	394-23	31234
04017	서울특별시	마포구	망원동	394-43		31235
04017	서울특별시	마포구	망원동	394-44	394-80	31236
04017	서울특별시	마포구	망원동	394-81		31237
04017	서울특별시	마포구	망원동	394-84	394-113	31238
04017	서울특별시	마포구	망원동	394-114		31239
04017	서울특별시	마포구	망원동	394-115	395-34	31240
04017	서울특별시	마포구	망원동	395-37		31241
04017	서울특별시	마포구	망원동	395-40	396-49	31242
04015	서울특별시	마포구	망원동	397-1	397-2	31243
04015	서울특별시	마포구	망원동	397-2		31244
04015	서울특별시	마포구	망원동	397-3	398-6	31245
04015	서울특별시	마포구	망원동	398-7		31246
04015	서울특별시	마포구	망원동	398-8		31247
04015	서울특별시	마포구	망원동	398-9		31248
04015	서울특별시	마포구	망원동	398-10	398-39	31249
04015	서울특별시	마포구	망원동	399-1		31250
04015	서울특별시	마포구	망원동	399-2	399-7	31251
04015	서울특별시	마포구	망원동	399-8	399-9	31252
04015	서울특별시	마포구	망원동	399-10		31253
04015	서울특별시	마포구	망원동	399-11	399-12	31254
04015	서울특별시	마포구	망원동	399-13		31255
04015	서울특별시	마포구	망원동	399-14		31256
04015	서울특별시	마포구	망원동	399-15	399-26	31257
04015	서울특별시	마포구	망원동	399-27		31258
04015	서울특별시	마포구	망원동	399-29	399-47	31259
04015	서울특별시	마포구	망원동	399-50		31260
04015	서울특별시	마포구	망원동	399-51	399-57	31261
04014	서울특별시	마포구	망원동	400-1		31262
04014	서울특별시	마포구	망원동	400-2		31263
04014	서울특별시	마포구	망원동	400-3	401-11	31264
04014	서울특별시	마포구	망원동	401-12		31265
04014	서울특별시	마포구	망원동	401-13	401-36	31266
04010	서울특별시	마포구	망원동	403-1	403-25	31267
04009	서울특별시	마포구	망원동	404-1	404-12	31268
04009	서울특별시	마포구	망원동	404-15	404-17	31269
04009	서울특별시	마포구	망원동	404-19	404-37	31270
04009	서울특별시	마포구	망원동	404-38		31271
04009	서울특별시	마포구	망원동	404-39	404-44	31272
04008	서울특별시	마포구	망원동	405-1	405-19	31273
04008	서울특별시	마포구	망원동	405-21		31274
04008	서울특별시	마포구	망원동	405-22	405-27	31275
04008	서울특별시	마포구	망원동	405-28		31276
04008	서울특별시	마포구	망원동	405-30	405-61	31277
04007	서울특별시	마포구	망원동	406-1	408-2	31278
04007	서울특별시	마포구	망원동	408-4		31279
04007	서울특별시	마포구	망원동	408-6	408-13	31280
04007	서울특별시	마포구	망원동	408-15		31281
04007	서울특별시	마포구	망원동	408-16	408-25	31282
04007	서울특별시	마포구	망원동	408-26		31283
04007	서울특별시	마포구	망원동	408-27	408-28	31284
04008	서울특별시	마포구	망원동	409-1	409-51	31285
04008	서울특별시	마포구	망원동	409-52		31286
04008	서울특별시	마포구	망원동	409-53		31287
04008	서울특별시	마포구	망원동	409-55		31288
04008	서울특별시	마포구	망원동	409-56	409-62	31289
04009	서울특별시	마포구	망원동	410-1	410-4	31290
04009	서울특별시	마포구	망원동	410-5		31291
04009	서울특별시	마포구	망원동	410-6	410-38	31292
04009	서울특별시	마포구	망원동	410-39	410-40	31293
04009	서울특별시	마포구	망원동	410-41	410-50	31294
04010	서울특별시	마포구	망원동	411-2	411-46	31295
04011	서울특별시	마포구	망원동	412-2	412-3	31296
04012	서울특별시	마포구	망원동	412-6		31297
04012	서울특별시	마포구	망원동	412-11		31298
04011	서울특별시	마포구	망원동	412-14	412-28	31299
04012	서울특별시	마포구	망원동	412-49	412-50	31300
04011	서울특별시	마포구	망원동	412-52	412-55	31301
04014	서울특별시	마포구	망원동	413-1	413-50	31302
04010	서울특별시	마포구	망원동	414-1	414-18	31303
04011	서울특별시	마포구	망원동	414-19	414-42	31304
04010	서울특별시	마포구	망원동	414-44	414-50	31305
04010	서울특별시	마포구	망원동	414-51		31306
04010	서울특별시	마포구	망원동	414-52	414-71	31307
04011	서울특별시	마포구	망원동	414-72	414-78	31308
04010	서울특별시	마포구	망원동	414-79	414-83	31309
04011	서울특별시	마포구	망원동	414-84	414-89	31310
04010	서울특별시	마포구	망원동	414-92	414-103	31311
04011	서울특별시	마포구	망원동	414-107	414-112	31312
04009	서울특별시	마포구	망원동	415-1	415-27	31313
04009	서울특별시	마포구	망원동	415-28		31314
04009	서울특별시	마포구	망원동	415-29	415-49	31315
04009	서울특별시	마포구	망원동	415-50		31316
04009	서울특별시	마포구	망원동	415-51	415-71	31317
04008	서울특별시	마포구	망원동	416-1	416-3	31318
04008	서울특별시	마포구	망원동	416-5		31319
04008	서울특별시	마포구	망원동	416-6	416-77	31320
04007	서울특별시	마포구	망원동	417-1	417-14	31321
04007	서울특별시	마포구	망원동	417-15	417-18	31322
04007	서울특별시	마포구	망원동	417-19	417-24	31323
04007	서울특별시	마포구	망원동	417-25		31324
04007	서울특별시	마포구	망원동	417-26	418-3	31325
04007	서울특별시	마포구	망원동	418-4		31326
04007	서울특별시	마포구	망원동	418-5	418-43	31327
03958	서울특별시	마포구	망원동	419-1	420-4	31328
03958	서울특별시	마포구	망원동	420-5		31329
03958	서울특별시	마포구	망원동	420-12	420-13	31330
03958	서울특별시	마포구	망원동	420-15		31331
03958	서울특별시	마포구	망원동	420-16	421-2	31332
03958	서울특별시	마포구	망원동	421-3		31333
03958	서울특별시	마포구	망원동	421-4	421-21	31334
03958	서울특별시	마포구	망원동	421-23		31335
03958	서울특별시	마포구	망원동	421-25	421-26	31336
03958	서울특별시	마포구	망원동	421-27		31337
03958	서울특별시	마포구	망원동	421-28	422-35	31338
03964	서울특별시	마포구	망원동	423-1	425-6	31339
03964	서울특별시	마포구	망원동	425-7		31340
03964	서울특별시	마포구	망원동	425-8	425-56	31341
03959	서울특별시	마포구	망원동	426-1	426-2	31342
03959	서울특별시	마포구	망원동	426-4		31343
03959	서울특별시	마포구	망원동	426-5	427-10	31344
03959	서울특별시	마포구	망원동	427-12		31345
03959	서울특별시	마포구	망원동	427-13	428-3	31346
03959	서울특별시	마포구	망원동	428-4		31347
03959	서울특별시	마포구	망원동	428-5	428-36	31348
03959	서울특별시	마포구	망원동	428-37	428-38	31349
03959	서울특별시	마포구	망원동	428-39	428-42	31350
03957	서울특별시	마포구	망원동	429-1	431-10	31351
03957	서울특별시	마포구	망원동	431-11		31352
03957	서울특별시	마포구	망원동	431-13	431-56	31353
03959	서울특별시	마포구	망원동	432-3	432-31	31354
03959	서울특별시	마포구	망원동	432-32		31355
03959	서울특별시	마포구	망원동	432-33	432-57	31356
03959	서울특별시	마포구	망원동	432-58		31357
03959	서울특별시	마포구	망원동	432-59	433-24	31358
03961	서울특별시	마포구	망원동	435-1	435-26	31359
03961	서울특별시	마포구	망원동	435-27		31360
03961	서울특별시	마포구	망원동	435-30	435-37	31361
03961	서울특별시	마포구	망원동	435-38		31362
03961	서울특별시	마포구	망원동	435-39	435-42	31363
03961	서울특별시	마포구	망원동	435-44		31364
03961	서울특별시	마포구	망원동	435-45	435-56	31365
03960	서울특별시	마포구	망원동	436-1	437-18	31366
03956	서울특별시	마포구	망원동	438-3	438-22	31367
03956	서울특별시	마포구	망원동	438-28		31368
03956	서울특별시	마포구	망원동	438-29	438-48	31369
03955	서울특별시	마포구	망원동	439-1	439-8	31370
03955	서울특별시	마포구	망원동	439-9		31371
03955	서울특별시	마포구	망원동	439-10	439-19	31372
03955	서울특별시	마포구	망원동	439-20		31373
03955	서울특별시	마포구	망원동	439-21	439-56	31374
03954	서울특별시	마포구	망원동	450-1	450-2	31375
03957	서울특별시	마포구	망원동	451-1		31376
03954	서울특별시	마포구	망원동	453-2	453-3	31377
03954	서울특별시	마포구	망원동	453-6		31378
03954	서울특별시	마포구	망원동	453-7	453-8	31379
03954	서울특별시	마포구	망원동	453-10		31380
03954	서울특별시	마포구	망원동	453-12	453-43	31381
03954	서울특별시	마포구	망원동	453-44	453-45	31382
03954	서울특별시	마포구	망원동	453-44		31383
04006	서울특별시	마포구	망원동	454-1	455-75	31384
04006	서울특별시	마포구	망원동	455-76		31385
04006	서울특별시	마포구	망원동	455-78	456-55	31386
04006	서울특별시	마포구	망원동	456-56		31387
04006	서울특별시	마포구	망원동	456-60	456-65	31388
04016	서울특별시	마포구	망원동	457-1		31389
04016	서울특별시	마포구	망원동	457-2	458-69	31390
04016	서울특별시	마포구	망원동	458-70		31391
04016	서울특별시	마포구	망원동	458-71	458-98	31392
04016	서울특별시	마포구	망원동	458-100		31393
04016	서울특별시	마포구	망원동	458-102	458-115	31394
04005	서울특별시	마포구	망원동	459-1	460-3	31395
04005	서울특별시	마포구	망원동	460-5	462-14	31396
04005	서울특별시	마포구	망원동	460-5		31397
03954	서울특별시	마포구	망원동	463-2	463-6	31398
03955	서울특별시	마포구	망원동	464-1	466-6	31399
03955	서울특별시	마포구	망원동	466-8	466-9	31400
03955	서울특별시	마포구	망원동	466-12	466-20	31401
03955	서울특별시	마포구	망원동	466-24		31402
03955	서울특별시	마포구	망원동	467-1	467-18	31403
03955	서울특별시	마포구	망원동	467-19		31404
03955	서울특별시	마포구	망원동	467-20	467-23	31405
03955	서울특별시	마포구	망원동	467-24		31406
03955	서울특별시	마포구	망원동	467-25	467-26	31407
03955	서울특별시	마포구	망원동	467-27	467-28	31408
03955	서울특별시	마포구	망원동	467-30	468-2	31409
03955	서울특별시	마포구	망원동	468-3		31410
03955	서울특별시	마포구	망원동	468-4	468-23	31411
03955	서울특별시	마포구	망원동	468-25		31412
03955	서울특별시	마포구	망원동	468-26	468-40	31413
03955	서울특별시	마포구	망원동	468-42		31414
03961	서울특별시	마포구	망원동	469-1	469-4	31415
03961	서울특별시	마포구	망원동	469-5	469-8	31416
03961	서울특별시	마포구	망원동	469-10		31417
03961	서울특별시	마포구	망원동	469-11		31418
03961	서울특별시	마포구	망원동	469-12		31419
03961	서울특별시	마포구	망원동	469-13	469-22	31420
03961	서울특별시	마포구	망원동	469-23		31421
03961	서울특별시	마포구	망원동	469-24	469-28	31422
03961	서울특별시	마포구	망원동	469-29	469-32	31423
03961	서울특별시	마포구	망원동	469-33	470-27	31424
03961	서울특별시	마포구	망원동	470-28	470-29	31425
03961	서울특별시	마포구	망원동	470-30	471-25	31426
03961	서울특별시	마포구	망원동	471-26		31427
03961	서울특별시	마포구	망원동	471-28	471-30	31428
03961	서울특별시	마포구	망원동	471-31		31429
03961	서울특별시	마포구	망원동	471-32	471-34	31430
03961	서울특별시	마포구	망원동	471-36		31431
03961	서울특별시	마포구	망원동	471-37	471-38	31432
03962	서울특별시	마포구	망원동	472-1	472-3	31433
03962	서울특별시	마포구	망원동	472-4	472-7	31434
03962	서울특별시	마포구	망원동	472-8	472-21	31435
03961	서울특별시	마포구	망원동	473-1	473-2	31436
03961	서울특별시	마포구	망원동	473-3		31437
03961	서울특별시	마포구	망원동	473-5	473-23	31438
03961	서울특별시	마포구	망원동	473-25		31439
03961	서울특별시	마포구	망원동	473-26	473-36	31440
03962	서울특별시	마포구	망원동	474-1	474-3	31441
03962	서울특별시	마포구	망원동	474-4	474-5	31442
03962	서울특별시	마포구	망원동	474-6	474-20	31443
03962	서울특별시	마포구	망원동	474-21	474-22	31444
03964	서울특별시	마포구	망원동	475-1	475-9	31445
03964	서울특별시	마포구	망원동	475-10		31446
03964	서울특별시	마포구	망원동	475-11	476-36	31447
03963	서울특별시	마포구	망원동	477-1	477-5	31448
03963	서울특별시	마포구	망원동	477-10		31449
03963	서울특별시	마포구	망원동	477-12	478-7	31450
03963	서울특별시	마포구	망원동	478-8		31451
03963	서울특별시	마포구	망원동	478-9	478-20	31452
03963	서울특별시	마포구	망원동	478-22		31453
03963	서울특별시	마포구	망원동	478-23	478-27	31454
03964	서울특별시	마포구	망원동	479-1	479-53	31455
03964	서울특별시	마포구	망원동	479-54		31456
03964	서울특별시	마포구	망원동	479-61	479-85	31457
03964	서울특별시	마포구	망원동	479-86		31458
03964	서울특별시	마포구	망원동	479-87	479-96	31459
03963	서울특별시	마포구	망원동	481-1	482-10	31460
03964	서울특별시	마포구	망원동	483-1	483-2	31461
03964	서울특별시	마포구	망원동	483-3		31462
03964	서울특별시	마포구	망원동	483-4	483-24	31463
04011	서울특별시	마포구	망원동	484-1	485-18	31464
04011	서울특별시	마포구	망원동	485-19		31465
04011	서울특별시	마포구	망원동	485-21	486-20	31466
04011	서울특별시	마포구	망원동	486-21	486-22	31467
04011	서울특별시	마포구	망원동	486-24	486-35	31468
04011	서울특별시	마포구	망원동	486-36		31469
04011	서울특별시	마포구	망원동	486-37	486-45	31470
04005	서울특별시	마포구	망원동	488		31471
04007	서울특별시	마포구	망원동	489		31472
04005	서울특별시	마포구	망원동	490		31473
03956	서울특별시	마포구	망원동	491		31474
04010	서울특별시	마포구	망원동	492		31475
03957	서울특별시	마포구	망원동	493		31476
04011	서울특별시	마포구	망원동	494		31477
03955	서울특별시	마포구	망원동	495		31478
04017	서울특별시	마포구	망원동	496		31479
03957	서울특별시	마포구	망원동	497		31480
03960	서울특별시	마포구	망원동	498		31481
04005	서울특별시	마포구	망원동	499	500	31482
04011	서울특별시	마포구	망원동	501		31483
03964	서울특별시	마포구	망원동	502		31484
04005	서울특별시	마포구	망원동	503		31485
04011	서울특별시	마포구	망원동	504		31486
03960	서울특별시	마포구	망원동	505		31487
03955	서울특별시	마포구	망원동	506		31488
03960	서울특별시	마포구	망원동	507		31489
03955	서울특별시	마포구	망원동	508		31490
03956	서울특별시	마포구	망원동	509		31491
03957	서울특별시	마포구	망원동	510		31492
04018	서울특별시	마포구	망원동	511		31493
03954	서울특별시	마포구	망원동	512		31494
03961	서울특별시	마포구	망원동	513		31495
03964	서울특별시	마포구	망원동	514		31496
03955	서울특별시	마포구	망원동	515	516	31497
03964	서울특별시	마포구	망원동	517		31498
03961	서울특별시	마포구	망원동	518		31499
04067	서울특별시	마포구	상수동	1-1		31500
04078	서울특별시	마포구	상수동	2	6-1	31501
04081	서울특별시	마포구	상수동	19-11		31502
04077	서울특별시	마포구	상수동	50-1		31503
04081	서울특별시	마포구	상수동	60-2		31504
04067	서울특별시	마포구	상수동	64	71-19	31505
04066	서울특별시	마포구	상수동	72-1		31506
04067	서울특별시	마포구	상수동	72-24		31507
04067	서울특별시	마포구	상수동	72-25	84-4	31508
04067	서울특별시	마포구	상수동	85-8		31509
04067	서울특별시	마포구	상수동	86-1	86-5	31510
04049	서울특별시	마포구	상수동	86-7		31511
04067	서울특별시	마포구	상수동	86-12	86-32	31512
04067	서울특별시	마포구	상수동	86-33		31513
04067	서울특별시	마포구	상수동	86-35	86-48	31514
04049	서울특별시	마포구	상수동	86-53	86-55	31515
04067	서울특별시	마포구	상수동	86-56	86-57	31516
04067	서울특별시	마포구	상수동	87-1		31517
04067	서울특별시	마포구	상수동	87-3	88-24	31518
04067	서울특별시	마포구	상수동	89-1		31519
04049	서울특별시	마포구	상수동	90-2	91-4	31520
04049	서울특별시	마포구	상수동	91-5		31521
04049	서울특별시	마포구	상수동	92-2	92-11	31522
04068	서울특별시	마포구	상수동	93-1	93-3	31523
04049	서울특별시	마포구	상수동	93-5		31524
04068	서울특별시	마포구	상수동	93-6	93-30	31525
04068	서울특별시	마포구	상수동	93-31		31526
04068	서울특별시	마포구	상수동	93-39	93-41	31527
04068	서울특별시	마포구	상수동	93-42		31528
04068	서울특별시	마포구	상수동	93-43	93-74	31529
04049	서울특별시	마포구	상수동	93-86	93-101	31530
04049	서울특별시	마포구	상수동	93-103		31531
04049	서울특별시	마포구	상수동	93-104	93-108	31532
04049	서울특별시	마포구	상수동	93-109		31533
04049	서울특별시	마포구	상수동	93-110	93-112	31534
04049	서울특별시	마포구	상수동	93-113		31535
04068	서울특별시	마포구	상수동	93-118		31536
04067	서울특별시	마포구	상수동	94-1	140-3	31537
04068	서울특별시	마포구	상수동	141-1	143-48	31538
04049	서울특별시	마포구	상수동	144-1	146-23	31539
04075	서울특별시	마포구	상수동	153-4	160-89	31540
04076	서울특별시	마포구	상수동	160-93		31541
04075	서울특별시	마포구	상수동	250		31542
04075	서울특별시	마포구	상수동	259	262-2	31543
04075	서울특별시	마포구	상수동	262-4		31544
04075	서울특별시	마포구	상수동	262-7	263-2	31545
04075	서울특별시	마포구	상수동	264		31546
04081	서울특별시	마포구	상수동	271	281-1	31547
04081	서울특별시	마포구	상수동	282		31548
04081	서울특별시	마포구	상수동	303-1	304-1	31549
04068	서울특별시	마포구	상수동	309-1	309-9	31550
04049	서울특별시	마포구	상수동	309-10	313-1	31551
04049	서울특별시	마포구	상수동	313-2	313-3	31552
04049	서울특별시	마포구	상수동	313-5		31553
04049	서울특별시	마포구	상수동	313-6		31554
04049	서울특별시	마포구	상수동	314-1		31555
04049	서울특별시	마포구	상수동	314-3		31556
04049	서울특별시	마포구	상수동	314-4	316-8	31557
04049	서울특별시	마포구	상수동	316-10		31558
04049	서울특별시	마포구	상수동	316-11	317-2	31559
04049	서울특별시	마포구	상수동	317-3		31560
04049	서울특별시	마포구	상수동	317-4	318-1	31561
04049	서울특별시	마포구	상수동	318-2		31562
04049	서울특별시	마포구	상수동	318-3	318-5	31563
04074	서울특별시	마포구	상수동	319-1	325-13	31564
04074	서울특별시	마포구	상수동	326-1		31565
04074	서울특별시	마포구	상수동	326-2	326-12	31566
04074	서울특별시	마포구	상수동	327-1		31567
04074	서울특별시	마포구	상수동	327-2	328-1	31568
04074	서울특별시	마포구	상수동	328-2		31569
04074	서울특별시	마포구	상수동	328-3	328-14	31570
04075	서울특별시	마포구	상수동	329-1		31571
04075	서울특별시	마포구	상수동	329-2		31572
04075	서울특별시	마포구	상수동	329-5	330-18	31573
04075	서울특별시	마포구	상수동	330-19		31574
04075	서울특별시	마포구	상수동	330-20	331-28	31575
04074	서울특별시	마포구	상수동	332-1	333-18	31576
04074	서울특별시	마포구	상수동	333-19		31577
04074	서울특별시	마포구	상수동	333-20	334-13	31578
04074	서울특별시	마포구	상수동	334-15		31579
04074	서울특별시	마포구	상수동	334-16	339-9	31580
04081	서울특별시	마포구	상수동	339-15	339-19	31581
04081	서울특별시	마포구	상수동	339-21		31582
04081	서울특별시	마포구	상수동	339-22		31583
04074	서울특별시	마포구	상수동	340-1	342-4	31584
04075	서울특별시	마포구	상수동	343-1	345-10	31585
04074	서울특별시	마포구	상수동	346-1		31586
04074	서울특별시	마포구	상수동	346-3	346-5	31587
04075	서울특별시	마포구	상수동	348-1	348-2	31588
04081	서울특별시	마포구	상수동	349-10		31589
04075	서울특별시	마포구	상수동	351-1	351-3	31590
04081	서울특별시	마포구	상수동	351-16		31591
04075	서울특별시	마포구	상수동	352-2		31592
04075	서울특별시	마포구	상수동	352-2		31593
04075	서울특별시	마포구	상수동	352-4		31594
04081	서울특별시	마포구	상수동	352-11		31595
04075	서울특별시	마포구	상수동	353-2	353-8	31596
04075	서울특별시	마포구	상수동	353-9		31597
04075	서울특별시	마포구	상수동	353-10	354-8	31598
04075	서울특별시	마포구	상수동	354-13	354-14	31599
04081	서울특별시	마포구	상수동	354-23		31600
04075	서울특별시	마포구	상수동	355-2		31601
04081	서울특별시	마포구	상수동	356-6	395	31602
04075	서울특별시	마포구	상수동	396	396	31603
04081	서울특별시	마포구	상수동	397		31604
04077	서울특별시	마포구	상수동	398		31605
04076	서울특별시	마포구	상수동	402		31606
03927	서울특별시	마포구	상암동	2-10	2-95	31607
03930	서울특별시	마포구	상암동	2-98	2-213	31608
03927	서울특별시	마포구	상암동	2-222	2-223	31609
03930	서울특별시	마포구	상암동	2-227		31610
03927	서울특별시	마포구	상암동	2-243	2-253	31611
03930	서울특별시	마포구	상암동	2-255		31612
03927	서울특별시	마포구	상암동	2-256		31613
03930	서울특별시	마포구	상암동	2-269	2-274	31614
03927	서울특별시	마포구	상암동	2-279	2-319	31615
03930	서울특별시	마포구	상암동	2-385	2-425	31616
03927	서울특별시	마포구	상암동	2-463	14-1	31617
03930	서울특별시	마포구	상암동	14-3		31618
03927	서울특별시	마포구	상암동	14-6	14-8	31619
03930	서울특별시	마포구	상암동	14-9	14-12	31620
03927	서울특별시	마포구	상암동	14-15	15-3	31621
03930	서울특별시	마포구	상암동	15-9	15-17	31622
03927	서울특별시	마포구	상암동	15-21	15-29	31623
03930	서울특별시	마포구	상암동	15-30		31624
03927	서울특별시	마포구	상암동	15-36	16-3	31625
03930	서울특별시	마포구	상암동	16-5	20-10	31626
03927	서울특별시	마포구	상암동	21-1		31627
03930	서울특별시	마포구	상암동	21-2	21-4	31628
03927	서울특별시	마포구	상암동	21-7	21-10	31629
03930	서울특별시	마포구	상암동	22	23-7	31630
03914	서울특별시	마포구	상암동	24-6	24-86	31631
03905	서울특별시	마포구	상암동	26-43		31632
03930	서울특별시	마포구	상암동	27-61	28-2	31633
03914	서울특별시	마포구	상암동	28-6	28-20	31634
03930	서울특별시	마포구	상암동	28-24		31635
03914	서울특별시	마포구	상암동	28-49	28-62	31636
03930	서울특별시	마포구	상암동	28-86	28-87	31637
03914	서울특별시	마포구	상암동	28-273	28-439	31638
03930	서울특별시	마포구	상암동	30-1		31639
03914	서울특별시	마포구	상암동	30-2		31640
03930	서울특별시	마포구	상암동	31-6	34-12	31641
03914	서울특별시	마포구	상암동	34-18	34-33	31642
03930	서울특별시	마포구	상암동	34-34	34-46	31643
03914	서울특별시	마포구	상암동	34-51	34-78	31644
03930	서울특별시	마포구	상암동	34-79		31645
03914	서울특별시	마포구	상암동	34-85	34-86	31646
03930	서울특별시	마포구	상암동	34-87	34-90	31647
03914	서울특별시	마포구	상암동	34-91		31648
03930	서울특별시	마포구	상암동	34-92		31649
03914	서울특별시	마포구	상암동	34-96	34-97	31650
03930	서울특별시	마포구	상암동	34-101	35-8	31651
03927	서울특별시	마포구	상암동	36-3	36-41	31652
03930	서울특별시	마포구	상암동	37-1		31653
03912	서울특별시	마포구	상암동	37-25		31654
03927	서울특별시	마포구	상암동	38-1	115-1	31655
03912	서울특별시	마포구	상암동	115-5	115-11	31656
03927	서울특별시	마포구	상암동	115-17		31657
03920	서울특별시	마포구	상암동	250-2		31658
03905	서울특별시	마포구	상암동	336-2		31659
03906	서울특별시	마포구	상암동	339-6	442-3	31660
03900	서울특별시	마포구	상암동	481-6	496-196	31661
03917	서울특별시	마포구	상암동	508	524	31662
03918	서울특별시	마포구	상암동	835		31663
03928	서울특별시	마포구	상암동	1140	1156-1	31664
03931	서울특별시	마포구	상암동	1171-5		31665
03928	서울특별시	마포구	상암동	1231	1232	31666
03930	서울특별시	마포구	상암동	1258	1293	31667
03927	서울특별시	마포구	상암동	1442	1445	31668
03930	서울특별시	마포구	상암동	1446		31669
03927	서울특별시	마포구	상암동	1447	1452	31670
03930	서울특별시	마포구	상암동	1453	1533	31671
03901	서울특별시	마포구	상암동	1535	1536-3	31672
03900	서울특별시	마포구	상암동	1537-2	1566-1	31673
03920	서울특별시	마포구	상암동	1580		31674
03919	서울특별시	마포구	상암동	1582	1583	31675
03921	서울특별시	마포구	상암동	1584	1585	31676
03922	서울특별시	마포구	상암동	1586	1590	31677
03923	서울특별시	마포구	상암동	1591	1593	31678
03924	서울특별시	마포구	상암동	1598	1600	31679
03925	서울특별시	마포구	상암동	1601	1605	31680
03926	서울특별시	마포구	상암동	1606	1612	31681
03927	서울특별시	마포구	상암동	1613	1616	31682
03930	서울특별시	마포구	상암동	1618	1620	31683
03929	서울특별시	마포구	상암동	1622	1623	31684
03914	서울특별시	마포구	상암동	1628	1633	31685
03913	서울특별시	마포구	상암동	1634		31686
03912	서울특별시	마포구	상암동	1635	1637	31687
03911	서울특별시	마포구	상암동	1638	1643	31688
03909	서울특별시	마포구	상암동	1647	1652	31689
03908	서울특별시	마포구	상암동	1653	1654	31690
03907	서울특별시	마포구	상암동	1655	1657	31691
